,away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance
119,15,99,0,20.99724592349949,23.972406468184204,0,-0.7200000000000001,7,0.0,0.4,5,4,0,22.82916017643739,21.88887136901366,-0.4,1.0417981440000004,2,62.5,0
120,3,3,1,24.62090972368951,20.74466637972636,0,0.6000000000000001,2,87.5,-0.6000000000000001,10,8,0,22.36938442713771,22.01412011481935,-0.6800000000000002,0.06349977600000006,5,37.5,0
121,8,8,1,21.57185516399931,22.103368361150608,0,0.2,5,50.0,0.2,7,10,0,23.000652478353683,22.19438346239869,0.41555200000000014,0.4013962240000002,2,50.0,0
122,5,2,1,23.298550075241817,22.168301353530715,0,0.4,3,73.33333333333333,-0.6000000000000001,6,9,1,22.82590037788809,22.053563413233668,0.6000000000000001,1.2630656000000002,7,60.0,0
123,1,5,1,23.862024987319387,20.760370628071048,0,0.7200000000000001,4,94.11764705882352,-0.4,7,8,1,22.257484131199448,21.416028022253823,0.6000000000000001,-0.20866559999999978,3,52.94117647058824,0
124,5,4,1,23.16332814114991,21.31109709521093,0,0.07999999999999996,4,64.70588235294117,0.6000000000000001,3,3,0,23.89672777895161,21.24573310378109,-0.4,2.1341056000000007,3,82.35294117647058,0
125,8,10,0,22.13385531601628,22.755506769918952,0,-0.2675584,4,47.05882352941176,0.2,3,1,1,24.34043144359423,20.12806268897461,0.6000000000000001,1.1641308160000003,6,88.23529411764706,0
126,9,10,0,22.14796795896945,23.092000204150107,0,-0.4,5,43.75,-0.2,14,12,0,20.51274371474555,24.583161721498833,-1.2640000000000002,-2.03761152,7,6.25,0
127,12,12,1,21.471064510660614,22.925196725998937,0,0.19679999999999997,5,31.25,0.2,4,2,1,23.638840060193456,21.201307749491242,0.6000000000000001,1.4311475200000006,4,75.0,0
128,10,8,1,22.545507541710172,21.81129609185548,0,-0.14400000000000013,4,41.17647058823529,-0.6000000000000001,13,11,0,22.27261432293404,24.701810300649477,-0.6000000000000001,-1.2791475200000002,5,25.0,0
129,15,99,0,20.597796738799595,24.077925174547367,0,-0.4,5,0.0,0.2,6,9,0,21.727386968977136,22.642850730586936,-0.12,0.41045248000000023,4,56.25,0
130,1,5,1,23.989619989855512,21.008296502456837,0,0.4,2,94.44444444444444,-0.2,3,3,1,24.01738222316129,21.096586483024875,0.07999999999999996,2.1072844800000006,2,83.33333333333334,0
131,15,99,0,20.678237391039676,24.262340139637896,0,-0.6000000000000001,1,0.0,0.4,14,12,1,21.11019497179644,24.26652937719907,-0.6112000000000003,-1.230089216,1,11.76470588235294,0
132,8,10,0,21.907084252813025,23.204405415935163,0,-0.6000000000000001,2,44.44444444444444,-0.6000000000000001,13,11,0,22.2847581250139,25.09478157385292,-1.08,-1.6233180160000003,2,23.52941176470588,0
133,11,13,0,21.45344973875883,23.672787923927043,0,-1.4640000000000002,7,33.33333333333333,0.6000000000000001,4,2,1,23.911072048154765,20.627712866259664,1.08,1.7449180160000006,2,76.47058823529412,0
134,9,8,1,23.369739366701474,21.91570354015105,0,0.6000000000000001,2,44.44444444444444,0.6000000000000001,2,1,1,24.472345154875384,20.302450151179688,1.08,1.5313046528000003,2,88.88888888888889,0
135,10,10,0,22.31837436717556,23.173600163320085,0,-0.4,2,41.17647058823529,-0.6000000000000001,6,9,1,22.38190957518171,22.31428058446955,0.5040000000000001,0.9283619840000004,2,58.82352941176471,0
136,6,4,0,22.63066251291993,21.948877676168742,0,-0.4,3,61.111111111111114,-0.4,8,8,0,22.205987304959557,22.03282241780306,0.08000000000000007,-0.5669324799999998,3,50.0,0
137,5,9,1,22.905527660145367,21.784757800908974,0,1.0032,3,61.111111111111114,0.6000000000000001,7,8,1,22.764789843967645,21.87625793424245,0.4640000000000001,-0.05354598399999988,3,52.63157894736842,0
138,4,2,1,24.228857638523813,20.702170293007732,0,1.2640000000000002,5,77.77777777777779,-0.4,10,10,0,21.788032827073785,23.538880130656068,-0.6000000000000001,0.21209599999999995,5,38.88888888888889,0
139,5,9,0,22.574422128116293,22.22780624072718,0,-0.4,2,57.89473684210527,0.6000000000000001,3,3,0,23.663905778529035,21.7772691864199,-0.3360000000000001,1.2858275840000006,6,78.94736842105263,0
140,12,12,0,20.84351827519516,23.340157380799152,0,-0.6000000000000001,7,29.411764705882355,0.2,9,8,0,23.19579149336118,22.332562832120843,-0.4,0.4507998208000001,5,42.10526315789473,0
141,11,13,0,21.362759791007065,24.038230339141638,0,-0.4,5,31.25,0.2,8,10,1,22.592334068917086,23.163524332748132,0.6000000000000001,-0.27888302079999994,5,47.368421052631575,0
142,14,12,0,21.08815597743715,24.41322350175926,0,-1.0889600000000004,6,11.11111111111111,0.6000000000000001,6,8,1,23.011831875174117,21.75100634739396,0.7712000000000001,0.35716321280000013,2,55.00000000000001,0
143,13,11,0,22.427806500011123,25.142491925749002,0,-1.4640000000000002,5,22.22222222222222,0.6000000000000001,7,4,0,22.354530010335946,22.559102140934993,-0.4,1.2334385152000005,5,57.89473684210527,0
144,2,1,1,24.37787612390031,20.74196012094375,0,1.2640000000000002,5,89.47368421052632,0.4,1,5,1,24.091695991884414,21.256637201965468,0.4,1.5916599296,6,94.73684210526315,0
145,4,2,1,23.943086110819053,21.081736234406186,0,0.2,1,78.94736842105263,-0.6000000000000001,15,99,1,21.54258991283174,23.609872111710317,0.6000000000000001,-1.4820608000000002,7,5.555555555555555,0
146,2,1,1,24.635634232453583,21.06023476342167,0,0.6000000000000001,1,90.0,-0.2,6,4,1,22.363624008268758,22.247281712747995,-0.12000000000000005,1.1867508121600003,1,60.0,0
147,15,12,0,20.870524781949722,23.97057880140741,0,-0.2,2,10.526315789473683,0.6000000000000001,3,3,1,23.93112462282323,21.421815349135922,0.3312,1.6286620672000007,2,80.0,0
148,11,13,0,20.970207832805652,23.75058427131331,0,-0.2,2,29.411764705882355,-0.4,9,8,1,23.456633194688948,22.066050265696674,0.07999999999999996,0.7606398566400001,2,45.0,0
149,13,11,0,22.142245200008897,24.593993540599204,0,-0.2,2,21.052631578947366,0.6000000000000001,2,5,0,23.7400234601742,22.138643094905706,-0.28,0.6733279436799999,2,90.0,0
150,12,12,0,20.874814620156126,23.57212590463932,0,-0.4,2,27.77777777777778,-0.2,8,10,1,22.59386725513367,22.410819466198504,0.6800000000000002,-0.02310641663999996,2,50.0,0
151,1,5,1,23.59201876813936,22.010914475924565,0,0.176,5,90.47619047619048,-0.6000000000000001,11,13,0,20.776166266244523,23.32046741705065,-0.2,-0.8061824000000002,5,27.77777777777778,0
152,5,8,1,22.849465500139296,21.40080507791517,0,0.8169600000000001,7,57.14285714285714,-0.6000000000000001,14,99,1,22.134071930265392,23.837897689368255,0.8800000000000001,-0.7856486400000001,6,10.526315789473683,0
153,3,3,1,24.144899698258584,20.670785612642074,0,0.8649600000000002,5,80.95238095238095,-0.4,10,10,0,21.95042626165903,23.391104104524857,-0.6800000000000002,-0.03032320000000005,7,36.84210526315789,0
154,6,4,0,22.590899206615006,22.247825370198395,0,-0.49600000000000005,6,57.14285714285714,-0.6000000000000001,12,12,0,20.56651836279157,23.857700723711456,-0.6000000000000001,0.41372416,5,26.31578947368421,0
155,7,10,1,23.075093804106938,21.79532223962547,0,1.1440000000000001,6,52.38095238095239,-0.4,4,2,0,24.10446888865524,21.76538898752495,-0.4,1.7959344128000008,7,75.0,0
156,3,3,0,23.55591975860687,20.37662849011366,0,-0.2,1,77.27272727272727,-0.6000000000000001,14,99,0,21.907257544212314,24.070318151494604,0.10400000000000009,-1.2285189120000002,1,10.0,0
157,6,4,0,22.592719365292005,22.118260296158716,0,-0.2,1,54.54545454545454,-0.4,12,13,0,21.140933012995617,23.01637393364052,-0.36000000000000004,-0.8449459200000002,1,26.31578947368421,0
158,5,8,1,23.279572400111437,21.320644062332136,0,0.6000000000000001,2,59.09090909090909,-0.6000000000000001,10,10,1,21.400341009327224,22.952883283619883,-0.34400000000000014,0.17574143999999997,2,40.0,0
159,1,5,1,23.23361501451149,22.128731580739654,0,0.2,2,90.9090909090909,-0.6000000000000001,11,12,1,20.773214690233257,23.606160578969167,-0.2800000000000001,0.530979328,2,30.0,0
160,9,8,1,23.08530655575116,21.65284021255734,0,0.264,7,47.61904761904761,0.6000000000000001,4,2,1,23.933575110924195,21.66231119001996,0.07999999999999996,1.8367475302400007,3,76.19047619047619,0
161,15,12,0,20.229753158893114,24.176463041125928,0,-0.6000000000000001,7,10.0,0.2,12,13,0,20.912746410396494,23.213099146912416,-0.6880000000000001,-1.0759567360000002,6,25.0,0
162,7,10,0,22.710075043285553,22.086257791700376,0,-0.4,6,50.0,0.2,1,5,1,23.853558678275856,22.23631859792506,0.6000000000000001,0.938662354944,5,91.30434782608695,0
163,4,2,0,23.646860088739356,22.12984895201597,0,-0.3360000000000001,3,72.72727272727273,-0.6000000000000001,5,8,1,22.94365792008915,21.216515249865708,0.2,0.4857305702400001,5,60.86956521739131,0
164,8,9,0,22.059537702493035,22.782244992581745,0,-0.6000000000000001,7,55.00000000000001,-0.6000000000000001,11,12,0,21.151905085519942,24.151595129842,-0.8240000000000002,-0.17521653760000006,5,28.57142857142857,0
165,15,99,0,21.875806035369852,24.006254521195686,0,-0.31679999999999997,6,9.523809523809524,0.6000000000000001,2,1,1,24.158507385962867,21.548187810737335,0.4,1.6250437222400005,7,90.47619047619048,0
166,10,10,0,21.28027280746178,22.682306626895908,0,-0.4752000000000001,5,38.095238095238095,-0.4,13,11,0,22.013796160007118,24.275194832479364,-0.4,-1.8986544128000005,7,20.0,0
167,9,8,1,23.26824524460093,21.822272170045874,0,0.4,3,50.0,0.6000000000000001,6,4,1,22.874175492233604,21.694608236926975,0.4,0.5494006497280003,6,56.52173913043478,0
168,4,2,0,23.584154737658153,22.837212494946108,0,-0.6000000000000001,1,69.56521739130434,-0.6000000000000001,3,3,1,23.594735806885495,20.65130279209093,0.4,1.9029296537600007,7,78.26086956521739,0
169,7,9,1,22.44763016199443,22.5757959940654,0,0.4,1,57.14285714285714,-0.6000000000000001,12,13,0,20.890197128317197,22.850479317529935,-0.7504000000000002,-1.0607653888000002,1,23.809523809523807,0
170,8,10,0,21.901393367961777,22.669006233360303,0,-0.6000000000000001,2,47.82608695652174,-0.6000000000000001,6,4,1,22.779340393786885,21.71568658954158,0.52,0.6395205197824003,2,58.333333333333336,0
171,14,12,1,20.463802527114492,23.501170432900743,0,0.2,2,14.285714285714285,0.6000000000000001,12,12,0,21.271524068415957,24.1212761038736,-1.0592000000000001,-0.5401732300800001,2,27.27272727272727,0
172,15,99,0,21.300644828295884,24.20500361695655,0,-0.6000000000000001,2,9.090909090909092,0.4,13,11,0,21.94437026133903,24.420155865983492,-0.9200000000000002,-2.1189235302400005,2,19.047619047619047,0
173,10,10,1,22.024218245969426,22.479178634850058,0,0.6000000000000001,2,40.909090909090914,0.4,2,1,1,24.326805908770297,21.03855024858987,0.9200000000000002,1.9000349777920005,2,90.9090909090909,0
174,9,8,0,22.974596195680743,21.9378177360367,0,-0.2,4,47.82608695652174,0.4,1,5,1,24.082846942620687,21.522388211673384,1.08,1.3509298839552,4,91.66666666666666,0
175,13,11,1,22.555496209071226,23.869458026120128,0,-0.13600000000000012,4,22.727272727272727,-0.6000000000000001,14,12,0,20.304375355024927,23.800936346320594,-0.6000000000000001,-1.5840713728000002,4,13.636363636363635,0
176,2,1,1,24.36144472701624,21.230840198871896,0,1.1360000000000001,4,91.30434782608695,-0.6000000000000001,8,9,0,23.358104129595546,23.510636795252317,-0.4,1.3426895872000004,5,54.54545454545454,0
177,2,1,0,23.75582244827966,21.984672159097517,0,-0.6000000000000001,1,87.5,-0.6000000000000001,14,12,1,20.56350028401994,23.200749077056475,-0.2800000000000001,-1.0672570982400003,1,17.391304347826086,0
178,13,11,0,22.204396967256983,23.415566420896102,0,-0.2,2,21.73913043478261,0.4,7,9,1,23.686483303676436,23.07517610286852,0.28,1.6741516697600005,2,56.52173913043478,0
179,12,13,1,22.162157702653758,23.680383454023946,0,-0.20032000000000016,7,27.27272727272727,-0.4,15,99,0,21.37384919597004,24.364002893565242,-0.6000000000000001,-1.3828151296000002,7,8.695652173913043,0
180,2,1,1,23.324657958623728,21.827737727278013,0,0.2,7,88.0,0.2,3,3,0,23.409121978841732,21.521042233672745,-0.28,0.9223437230080005,7,75.0,0
181,14,12,0,20.690800227215952,22.88059926164518,0,-0.4240000000000001,7,16.666666666666664,0.6000000000000001,9,8,0,22.71301028987793,22.55025418882936,-0.6000000000000001,0.8085118853120001,7,45.83333333333333,0
182,1,5,1,24.26627755409655,21.55124390267204,0,1.4640000000000002,7,92.0,-0.2,4,2,1,23.867323790126523,22.803103329290224,0.6000000000000001,1.0693980241920005,7,70.83333333333334,0
183,7,9,0,23.26918664294115,22.78014088229482,0,0.02400000000000002,6,54.166666666666664,-0.6000000000000001,8,10,1,21.961114694369424,22.535204986688242,0.2,0.5815148666880001,7,50.0,0
184,12,12,1,22.017219254732765,23.230354216432215,0,-0.24736000000000002,7,30.434782608695656,0.4,10,10,0,22.019374596775542,22.88334290788005,-0.4,-0.05940684800000004,7,39.130434782608695,0
185,13,11,1,22.083517573805587,23.05245313671688,0,0.2,6,25.0,0.4,5,8,1,23.488259669404655,21.639878866559236,0.7600000000000001,0.9885844561920002,7,62.5,0
186,12,12,0,21.14710873711955,23.584283373145773,0,-0.6000000000000001,1,29.166666666666668,-0.2,15,99,0,21.25907935677603,23.971202314852196,-0.6800000000000002,-1.30625210368,1,8.333333333333332,0
187,2,1,0,22.72639303356565,22.46219018182241,0,-0.6000000000000001,1,84.61538461538461,-0.2,5,8,1,23.890607735523727,21.56190309324739,1.008,1.1908675649536002,1,64.0,0
188,12,13,1,22.209726162123008,23.104306763219157,0,0.2,1,30.434782608695656,-0.2,10,10,1,22.615499677420434,21.840007659637376,0.28,0.5524745216000001,1,41.66666666666667,0
189,13,11,0,21.91681405904447,23.54196250937351,0,-0.4,2,24.0,0.6000000000000001,3,3,1,23.727297583073387,21.283500453604862,0.37600000000000006,1.3378749784064006,2,76.0,0
190,8,9,0,23.465349314352924,23.474112705835857,0,-0.4,2,52.0,-0.2,9,8,1,23.170408231902343,22.106870017730156,0.12,1.2468095082496002,2,48.0,0
191,6,4,0,22.62347231502951,21.812549271633266,0,0.21600000000000003,7,56.00000000000001,-0.2,4,2,1,24.19385903210122,22.69248266343218,0.8800000000000001,1.2555184193536004,2,72.0,0
192,14,12,0,20.61930684843943,23.304479409316144,0,-0.6000000000000001,2,16.0,0.4,7,10,1,22.81889175549554,22.878163989350597,0.56,0.8652118933504002,2,52.0,0
193,3,3,1,23.98183806645871,20.960133696217223,0,0.9008000000000002,2,76.92307692307693,-0.6000000000000001,11,13,1,22.407780929698408,22.603445410575326,0.2,-0.4486123110400001,3,33.33333333333333,0
194,9,8,1,23.536326585521874,21.41882934751746,0,0.6960000000000001,2,50.0,-0.6000000000000001,15,99,0,21.507263485420825,24.026961851881758,-0.9440000000000002,-1.445001682944,3,8.0,0
195,6,10,1,23.255113404396432,21.70253119148048,0,1.048,2,53.84615384615385,0.2,10,10,0,22.21239974193635,22.1120061277099,0.02400000000000002,0.24197961728000011,3,40.0,0
196,8,4,0,22.73877785202361,22.410039417306614,0,-0.2,2,53.84615384615385,-0.6000000000000001,14,12,0,19.895445478751547,23.643583527452915,-0.6000000000000001,-1.0538056785920003,2,15.384615384615385,0
197,5,8,1,23.712486188418982,21.249522474597914,0,1.0064,4,65.38461538461539,-0.4,12,12,1,21.76768698969564,23.36742669851662,0.4,0.167861415936,4,32.0,0
198,4,2,1,24.315087225680976,22.793986130745747,0,0.9040000000000001,3,73.07692307692307,-0.6000000000000001,13,11,0,21.46678458056891,23.833570007498807,-0.6000000000000001,-1.0951388241920004,3,23.076923076923077,0
199,1,5,0,23.86302204327724,22.340995122137635,0,-0.4,5,88.46153846153845,0.2,9,9,0,22.505612784815675,23.779290164668687,-0.6000000000000001,1.1393213358080005,3,50.0,0
200,5,8,0,23.30332228406852,22.132951313011663,0,-0.6000000000000001,2,62.96296296296296,0.6000000000000001,12,13,0,22.226224743758728,23.08275632846026,-0.24,-0.7588898488320002,3,32.0,0
201,6,10,1,23.604090723517146,21.362024953184385,0,0.6000000000000001,3,55.55555555555556,-0.2,15,99,0,21.339144121669992,24.22156948150541,-1.3552000000000004,-1.7560013463552002,3,7.6923076923076925,0
202,8,8,1,23.8290612684175,21.2683968113473,0,0.6000000000000001,3,51.85185185185185,-0.4,10,10,0,21.76991979354908,22.689604902167922,-0.5808000000000001,-0.406416306176,3,38.46153846153847,0
203,1,5,1,24.15708430128846,21.939462764376774,0,0.6000000000000001,2,88.88888888888889,-0.6000000000000001,14,12,0,19.583023049667904,23.91486682196233,-1.08,-1.4430445428736003,3,14.814814814814813,0
204,7,4,1,23.19102228161889,21.59469820051196,0,0.6000000000000001,3,55.55555555555556,-0.6000000000000001,9,9,0,22.071156894519206,24.090098798401616,-1.08,0.31145706864640044,2,48.148148148148145,0
205,3,3,1,24.185470453166968,21.06810695697378,0,0.4,3,77.77777777777779,-0.6000000000000001,11,12,1,22.547482925089845,23.027274692146634,0.9200000000000002,0.7342891327488001,2,34.61538461538461,0
206,4,2,1,24.15206978054478,22.635188904596596,0,0.4,2,74.07407407407408,0.4,3,1,0,22.18111442685252,22.56975214545793,-0.2,1.9200279822336004,6,81.48148148148148,0
207,8,8,0,23.463249014734004,21.714717449077842,0,-0.4,4,50.0,0.9200000000000002,1,5,1,24.32566744103077,21.684903544834754,0.6000000000000001,1.6807439071641601,4,89.28571428571429,1
208,5,8,1,23.49265782725482,22.40636105040933,0,0.4,4,64.28571428571429,-0.12,4,2,0,23.521655824435825,23.108151123677278,-0.6000000000000001,1.2044147354828802,4,71.42857142857143,1
209,7,4,1,23.819484491961777,21.809091893742902,0,0.6000000000000001,5,57.14285714285714,0.8800000000000001,3,3,1,24.348376362533575,20.52115223224569,0.6000000000000001,1.6702999827251206,5,78.57142857142857,1
210,6,10,1,23.949939245480383,21.622953295880844,0,0.6000000000000001,5,57.14285714285714,0.7600000000000001,3,1,1,22.744891541482016,22.255801716366342,0.44000000000000006,2.1360223857868803,5,82.14285714285714,1
211,1,5,1,24.16053395282462,21.597922835867802,0,0.8800000000000001,3,89.65517241379311,-1.1360000000000001,8,8,0,23.020599211787204,22.071773959262273,-0.4,1.5974476065996803,3,48.275862068965516,1
212,4,2,0,23.21732465954866,23.386520898941825,0,-0.8800000000000001,3,68.96551724137932,0.496,5,8,1,23.69412626180386,22.325088840327467,0.4,1.1526940519628803,3,65.51724137931035,1
213,2,3,1,24.27870109002686,20.316921785796552,0,0.8800000000000001,3,79.3103448275862,-1.104,7,4,0,22.955587593569426,22.247273514994323,-0.4,0.3116164158259203,3,55.172413793103445,1
214,3,1,0,22.595913233185613,22.704641373093075,0,-0.04799999999999993,3,79.3103448275862,-0.20800000000000007,6,10,1,24.059951396384307,21.69836263670468,0.4,1.2921695146803203,3,58.620689655172406,1
215,4,8,1,23.67530100944309,22.380071072261973,0,0.52,6,66.66666666666666,0.7200000000000001,1,5,1,24.46176049559303,21.611671602027577,0.6000000000000001,1.7445951257313284,6,90.0,2
216,6,10,1,24.247961117107447,21.425356776030412,0,0.9200000000000002,7,60.0,0.9200000000000002,2,3,1,24.67296087202149,21.353537428637242,0.4,1.7362399861800966,7,80.0,2
217,1,5,0,23.689408396474427,21.369337281622066,0,0.2800000000000001,3,87.09677419354838,-0.37600000000000006,4,8,1,23.020240807554472,22.02405685780958,0.2,1.1221552415703042,3,67.74193548387096,2
218,4,8,0,22.11619264604358,22.369245486247664,0,-0.24,6,65.625,0.7008000000000001,1,5,1,23.701526717179544,20.79546982529765,0.4,1.195676100585063,6,87.5,2
219,2,3,1,24.178368697617195,21.122829942909792,0,0.52,7,80.64516129032258,-0.9360000000000002,6,10,0,23.438368893685958,21.58028542082433,-0.2,1.6337356117442563,7,58.06451612903226,2
220,6,10,1,23.070695114948766,21.464228336659467,0,0.03999999999999998,7,59.375,0.5488000000000002,2,3,0,23.542694958093758,21.218263954327835,-0.2,1.5889919889440773,7,78.125,2
221,2,3,1,23.834155966475006,21.3079444967956,0,0.44000000000000006,7,78.78787878787878,0.56,1,5,1,24.027888040410303,21.103042526904787,0.9200000000000002,1.5565408804680505,7,87.87878787878788,3
